中文單位名稱,英文單位名稱,郵遞區號,地址,電話,POINT_X,POINT_Y
中埔派出所,Jhongpu Police Station,845,高雄市內門區中埔里中埔36號,07 6673308,193674.6942,2535510.135
嶺口派出所,Lingkou Police Station,842,高雄市旗山區旗南三路212號,07 6651021,193485.237,2519323.774
圓潭派出所,Yuantan Police Station,842,高雄市旗山區旗甲路3段165號,07 6691307,199048.74,2536918.822
茄興派出所,Jiasing Police Station,846,高雄市杉林區木梓里茄苳巷144號,07 6779274,203298.326,2546726.298
甲仙分駐所,Jiasian Police Station,847,高雄市甲仙區和安街42號,07 6751204,207950.28,2553551.732
溝坪派出所,Gouping Police Station,845,高雄市內門區永興里頂庄9號,07 6601670,198728.512,2542375.404
內門分駐所,Neimen Police Station,845,高雄市內門區內門里內門114號,07 6671309,194868.8304,2537889.722
吉東派出所,Jidong Police Station,843,高雄市美濃區中正路3段416號,07 6831744,202179.9893,2528266.136
美濃分駐所,Meinong Police Station,843,高雄市美濃區美中路262號,07 6812029,203006.6932,2532675.02
中壇派出所,Jhongtan Police Station,843,高雄市美濃區中興路1段636號,07 6812789,202183.531,2531749.283
大洲派出所,Dajhuo Police Station,842,高雄市旗山區旗南二路39號,07 6661305,195205.457,2527514.084
龍肚派出所,Longdu Police Station,843,高雄市美濃區龍肚街63號,07 6851797,206129.0123,2531225.765
建國派出所,Jianguo Police Station,842,高雄市旗山區華中街1號,07 6612045,196958.8194,2531968.306
鳳山分局,Fongshan Precinct,830,高雄市鳳山區經武路36號,07 7456110,184505.81,2503187.85
文山派出所,Wunshan Police Station,830,高雄市鳳山區鳳松路127號,07 7324340,184588.75,2504695.96
新甲派出所,Sinjia Police Station,830,高雄市鳳山區新富路383號,07 7636944,182996.3883,2501892.361
埤頂派出所,Piding Police Station,830,高雄市鳳山區中山東路497號,07 7013272,186330.97,2503300.36
忠孝派出所,Jhongsiao Police Station,830,高雄市鳳山區光復路2段188號,07 7402658,182348.79,2503429.46
五甲派出所,Wujia Police Station,830,高雄市鳳山區五甲二路472號,07 7615839,181616.2808,2499871.435
鳳崗派出所,Fonggang Police Station,830,高雄市鳳山區曹公路23號,07 7412244,183922.1898,2503120.601
成功派出所,Chenggong Police Station,830,高雄市鳳山區中山東路16號,07 7462453,184704.9094,2502367.536
過埤派出所,Guopi Police Station,830,高雄市鳳山區保生路69號,07 7923028,184191.87,2499306.05
南成派出所,Nancheng Police Station,830,高雄市鳳山區和成路37、39號,07 7928393,181904.259,2498956.76
林園分局,Linyuan Precinct,832,高雄市林園區林園北路201號,07 6412004,187682.1313,2490050.433
昭明派出所,Jhaoming Police Station,831,高雄市大寮區鳳林一路287號,07 6411903,188910.79,2494015.48
大寮分駐所, Daliao  Police Station,831,高雄市大寮區鳳林三路377號,07 7816335,188009.31,2500368.19
忠義派出所,Jhongyi Police Station,831,高雄市大寮區鳳林四路353號,07 7817429,186517.4467,2502269.211
中庄派出所,JhongJhuang Police Station,831,高雄市大寮區仁愛路101號,07 7016714,187877.1431,2503973.179
中芸派出所,Jhongyun Police Station,832,高雄市林園區力行路250號,07 6412792,188306.096,2487475.196
港埔派出所,Gangpu Police Station,832,高雄市林園區沿海路4段326號,07 6413695,185900.236,2489563.732
林園派出所,Linyuan Police Station,832,高雄市林園區林園北路201號,07 6412013,187682.1313,2490050.433
湖內分局,HuNei Precinct,829,高雄市湖內區中山路1段290號,07 6932155,172505.679,2531958.99
竹滬派出所,Jhuhu Police Station,821,高雄市路竹區華山路31號,07 6981824,170893.9442,2529171.068
崇德派出所,Chongde Police Station,823,高雄市田寮區崇德路49號,07 6366774,186425.282,2530856.391
砂崙派出所,Shalun Police Station,852,高雄市茄萣區白砂路239巷2弄9號,07 6900055,166348.887,2534937.752
蛙潭派出所,Watan Police Station,823,高雄市田寮區七星路11號,07 6361192,189094.542,2525650.206
古亭派出所,Guting Police Station,823,高雄市田寮區古亭路39號,07 6367058,188661.978,2532577.441
湖街派出所,Hujie Police Station,829,高雄市湖內區中山路1段290之1號,07 6934784,172477.0727,2531972.25
阿蓮分駐所,Alian Police Station,822,高雄市阿蓮區忠孝路226號,07 6312029,181145.2467,2531049.079
田寮分駐所,Tianliao Police Station,823,高雄市田寮區崗安路71-2號,07 6361878,184274.14,2530095.1
茄萣分駐所,Cieding Police Station,852,高雄市茄萣區茄萣路2段1號,07 6902272,166211.078,2533149.995
路竹分駐所,Lujhu Police Station,821,高雄市路竹區國昌路86巷24號,07 6962615,173986.6524,2528453.714
湖內派出所,Hunei Police Station,829,高雄市湖內區中正路2段95號,07 6993229,169052.609,2534332.408
一甲派出所,Yijia Police Starion,821,高雄市路竹區金平路356號,07 6962954,174863.9729,2530042.258
仁武分局,Renwu Precinct,814,高雄市仁武區中正路135號,07 3719421,183121.53,2511420.32
溪埔派出所,Sipu Police Station,840,高雄市大樹區溪埔里溪埔路77號,07 6561044,192997.19,2514419.48
大樹分駐所,Dashu Police Station,840,高雄市大樹區中興南路15號,07 6512439,191782.58,2510125.86
仁武派出所,Renwu Police Station,814,高雄市仁武區中正路133號,07 3711432,183097.321,2511413.176
大社分駐所,Dashe Police Station,815,高雄市大社區金龍路63號,07 3511369,183653.21,2514436.38
九曲派出所,Jioucyu Police Station,840,高雄市大樹區久堂路130號,07 6512027,190188.92,2506546.93
仁美派出所,Renmei Police Station,833,高雄市鳥松區仁德路16號,07 7314057,187737.8568,2505677.323
大華派出所,Dahua Police Station,833,高雄市鳥松區澄清路821號,07 3701994,182959.1777,2505685.052
鳥松分駐所,Niaosong Police Station,833,高雄市鳥松區中正路96號之1,07 7326240,184685.11,2506725.288
澄觀派出所,Chengguan Police Station,814,高雄市仁武區八德西路189號,07 3718188,181206.2889,2508764.372
屏東縣警察局,Pingtung County police bureau,900,屏東縣屏東市中正路119號,08 7322598,197503.3768,2508269.29
屏東分局,Pingtung Precinct,900,屏東縣屏東市泰安里信義路141-3號,08 7322075,197348.18,2508322.87
海豐派出所,Haifong  Police Station,900,屏東縣屏東市海豐路18號,08 7367704,199505.0421,2510954.595
社皮派出所,Shepi Police Station,913,屏東縣萬丹鄉社口村社皮路2段399號,08 7073044,195306.867,2501636.354
新鐘派出所,Sinjhong Police Station ,913,屏東縣萬丹鄉新鐘村新鐘路64號,08 7772254,197122.4366,2495854.519
德協派出所,Desie Police Station,908,屏東縣長治鄉德協村中興路635號,08 7621604,203647.7042,2510593.006
繁華派出所,Fanhua Police Station ,908,屏東縣長治鄉繁昌村中山路102號,08 7621384,206433.7412,2511912.801
麟洛分駐所,Linluo Police Station ,909,屏東縣麟洛鄉麟趾村中山路437號,08 7221528,201172.5132,2505824.38
崇蘭派出所,Chonglan Police Station ,900,屏東縣屏東市迪化街48號,08-7656206,196783.2883,2509052.111
長治分駐所,Changjhih Police Station,908,屏東縣長治鄉進興村復興路2號,08 7366741,201487.9236,2508582.916
萬丹分駐所,Wandan  Police Station,913,屏東縣萬丹鄉和平西路151號,08 7772004,197043.579,2498825.279
大同派出所,Datung Police Station ,900,屏東縣屏東市前進里清進路808號,08 7555413,195047.269,2505927.16
建國派出所,Jianguo Police Station,900,屏東縣屏東市義勇里臺糖街130號,08 7522978,198185.05,2506687.66
民和派出所,Minhe Police Station,900,屏東縣屏東市民生路40號,08 7223077,198416.6239,2507567.463
公館派出所,Gongguan Police Station,900,屏東縣屏東市龍華路157號,08 7527484,196804.0124,2504004.132
民族派出所,Minzu Police Station,900,屏東縣屏東市民族路152號,08 7322072,196946.0611,2507922.816
歸來派出所,Gueilai Police Station ,900,屏東縣屏東市民生東路94號,08 7224416,199633.5658,2506942.735
民生派出所,Minsheng Police Station,900,屏東縣屏東市北平路30號,08 7322646,197433.756,2508489.041
恆春分局,Hengchun Precinct,946,屏東縣恆春鎮中正路60號,08 8892075,223697.8457,2433910.538
滿州分駐所,Manjhou Police Station,947,屏東縣滿州鄉滿州村中山路60號,08 8801161,233397.3515,2435872.579
長樂派出所,Changle  Police Station,947,屏東縣滿州鄉長樂村大公路33號,08 8811141,232279.7457,2441949.762
九棚派出所,Jioupeng Police Station,947,屏東縣滿州鄉港仔村港仔路60號,08 8810200,237798.182,2448362.253
牡丹分駐所,Mudan  Police Station,945,屏東縣牡丹鄉石門村石門路31號,08 8831110,226653.619,2447485.938
旭海派出所,Syuhai  Police Station,945,屏東縣牡丹鄉旭海村旭海路1號,08 8830200,238391.1716,2455139.299
龍水派出所,Longshuei  Police Station,946,屏東縣恆春鎮龍泉路260號,08 8894172,222092.4368,2431448.779
車城分駐所,Checheng  Police Station,944,屏東縣車城鄉福興村中山路17號,08 8821152,220509.4143,2441653.181
墾丁派出所,Kending  Police Station,946,屏東縣恆春鎮墾丁路113號,08 8861039,229322.829,2427439.353
仁壽派出所,Renshou  Police Station,946,屏東縣恆春鎮仁壽路117號,08 8893247,222913.7796,2436569.782
建民派出所,Jianmin  Police Station,946,屏東縣恆春鎮中正路60號,08 8892587,223697.8457,2433910.538
枋寮分局,Fangliao Precinct,940,屏東縣枋寮鄉枋寮村中興路33號,08 8782004,208134.2158,2474219.757
歸崇派出所,Gueichong Police Station,942,屏東縣春日鄉歸崇村玉光路6號,08 8791104,211995.2886,2481036.207
草埔派出所,Caopu Police Station,943,屏東縣獅子鄉草埔村7巷50號,08 8701484,229477.73,2459169.48
春日分駐所,Chunrih Police Station,942,屏東縣春日鄉春日村春日路316號,08 8785180,211641.109,2474651.355
內獅派出所,Neishih Police Station,943,屏東縣獅子鄉內獅村內獅巷60號,08 8720004,213435.1483,2467312.209
加祿派出所,Jialu Police Station,941,屏東縣枋山鄉加祿村加祿路102號,08 8720002,210719.2897,2470366.46
獅子分駐所,Shi-zi Police Station,943,屏東縣獅子鄉楓林村2巷28號,08 8771391,219593.1154,2455957.557
枋山分駐所,Fangshan Police Station,941,屏東縣枋山鄉枋山村國中路26巷5之1號,08 8761129,214167.6106,2462720.461
佳冬分駐所,Jiadong Police Station,931,屏東縣佳冬鄉六根村佳和路89號,08 8662089,203629.512,2479545.95
楓港派出所,Fonggang Police Station,941,屏東縣枋山鄉善餘村德隆路19號,08 8771214,218145.486,2454679.301
石光派出所,Shihguang Police Station,931,屏東縣佳冬鄉石光村中山路200號,08 8662034,205043.774,2482120.466
建興派出所,Jiansing Police Station,940,屏東縣枋寮鄉地利村建興路262號,08 8712962,208327.637,2476481.586
東海派出所,Donghai Police Station,940,屏東縣枋寮鄉東海村東林路717號,08 8712920,206149.1388,2477990.814
枋寮派出所,Fangliao Police Station,940,屏東縣枋寮鄉枋寮村中興路33號,08 8782949,208134.2158,2474219.757
東港分局,Donggang Precinct,928,屏東縣東港鎮沿海路1號,08 8322045,194612.4778,2484937.28
東港派出所,Donggang Police Station,928,屏東縣東港鎮沿海路1號,08 8338183,194612.4778,2484937.28
大鵬灣派出所,Dapeng Bay Police Station ,928,屏東縣東港鎮鵬灣大道1段200號,08-8338262,197733.2292,2482635.229
崁頂分駐所,Kanding Police Station ,924,屏東縣崁頂鄉崁頂村中正路117號,08 8631404,199716.3196,2490484.263
南州分駐所,Nanjhou Police Station ,926,屏東縣南州鄉仁里村三民路52號,08 8642047,199514.563,2487921.018
新園分駐所,Sinyuan Police Station,932,屏東縣新園鄉仙吉村仙吉路140號,08 8681004,194600.7486,2493827.728
琉球分駐所,Liouciou Police Station  ,929,屏東縣琉球鄉中福村行政路16號,08 8612231,186406.8,2472361.77
林邊分駐所,Linbian Police Station ,927,屏東縣林邊鄉光林村中山路185號,08 8752018,200245.3403,2481574.417
興龍派出所,Singlong Police Station,932,屏東縣新園鄉興龍村南興路278號,08 8322433,194358.7509,2487934.154
東濱派出所,Dongbin Police Station ,928,屏東縣東港鎮朝安里延平路112號,08 8322603,193160.1407,2485331.199
潮州分局,Chaojhou Precinct,920,屏東縣潮州鎮中山路12號,08 7882020,203233.5074,2494533.977
四林派出所,Sihlin Police Station,920,屏東縣潮洲鎮明倫路15號,08 7882767,205487.9747,2494020.463
泗洲派出所,Sihhou Police Station,911,屏東縣竹田鄉泗州村洲中路44號,08 7892582,201087.2687,2497161.165
餉潭派出所,Siangtan Police Station,925,屏東縣新埤鄉餉潭村龍潭路137號,08 7981819,209999.9443,2486332.279
來義分駐所,Laiyi Police Station,922,屏東縣來義鄉古樓村中正路92號,08 7850206,212117.849,2491829.375
南和派出所,Nanhe Police Station,922,屏東縣來義鄉南和村288號,08 8791415,212776.2396,2481729.448
新埤分駐所,Sinpi Police Station,925,屏東縣新埤鄉新埤村新華路146號,08 7971045,203821.9258,2485528.904
竹田分駐所,Jhutian Police Station,911,屏東縣竹田鄉竹田村中正路111號,08 7710734,203097.0573,2498350.28
西勢派出所,Hsushih Police Station,911,屏東縣竹田鄉西勢村光明路47號,08 7792844,201223.8,2502359.7
光華派出所,Guanghua Police Station,920,屏東縣潮洲鎮中山路12號,08 7884265,203233.5074,2494533.977
中山路派出所,Jhongshan Road Police Station,920,屏東縣潮洲鎮新生路81號,08 7882347,202524.3127,2494494.927
里港分局,Ligang Police Precinct,905,屏東縣里港鄉永春村永豐路1段3號,08 7752040,198195.82,2519964.08
德文派出所,Dewen Police Station,901,屏東縣三地門鄉德文村德文巷3號,08 7996067,219441.8,2518891.8
霧台分駐所,Wutai Police Station,902,屏東縣霧台鄉霧台村神山巷70號,08 7902238,222006.6461,2516536.786
青山派出所,Qingshan Police Station,901,屏東縣三地門鄉青山村民族巷61之2號,08 7960690,213106.2138,2524035.65
口社派出所,Koushe Police Station,901,屏東縣三地門鄉口社村信義巷59之2號,08 7957078,213757.7001,2518847.743
三地門分駐所,Sandimen Police Station,901,屏東縣三地門鄉達來村達發達旺巷175號,08 7991154,216265.429,2514839.779
泰山派出所,Taishan Police Station,906,屏東縣高樹鄉泰山村山下路71號,08 7956334,210534.6632,2520758.115
新圍派出所,Xinwei Police Station,907,屏東縣鹽埔鄉新二村維新路129號,08 7932244,204500.4139,2515683.991
新南派出所,Xinnan Police Station,906,屏東縣高樹鄉新南村興店路8號,08 7962584,204944.0089,2520533.486
高樹分駐所,Gaoshu Police Station,906,屏東縣高樹鄉高樹村興中路332號,08 7962021,209015.106,2525137.674
舊寮派出所,Jiuliao Police Station,906,屏東縣高樹鄉新豐村民安路1之10號,08 7916063,210713.3,2528307
鹽埔分駐所,Yanpu Police Station,907,屏東縣鹽埔鄉鹽中村中山路41號,08 7932224,206537.7881,2517533.698
振興派出所,Zhenxing Police Station,907,屏東縣鹽埔鄉振興村中正路6號,08 7020234,210309.9242,2513731.294
大平派出所,Daping Police Station,905,屏東縣里港鄉永春村永豐路1段3號,08 7752034,198195.82,2519964.08
三和派出所,Sanhe Police Station,905,屏東縣里港鄉土庫村土庫路140號,08 7731145,199437.4323,2524174.579
九如分駐所,Jiouru Police Station,904,屏東縣九如鄉九清村九如路2段177號,08 7392424,197500.6806,2514853.851
內埔分局,Neipu Police Precinct,912,屏東縣內埔鄉內埔村中興路158號,08 7796801,205765.0862,2501459.353
瑪家分駐所,Majia Police Station,903,屏東縣瑪家鄉北葉村風景巷1號,08 7991749,213777.7377,2512130.177
佳義派出所,ChiaYi Police Station,903,屏東縣瑪家鄉佳義村泰平巷53號,08 7990163,212184.2443,2506088.898
泰武分駐所,Taiwu Police Station,921,屏東縣泰武鄉佳平村佳平巷1號,08 7833038,211844.4798,2499114.747
忠孝派出所,ChungHsiao Police Station,921,屏東縣泰武鄉泰武村良武巷101號,08 7920001,215530.7534,2498717.861
赤山派出所,ChihShan Police Station,923,屏東縣萬巒鄉赤山村東山路110號,08 7833451,210059.6102,2498786.663
新北勢派出所,HsinPeiShih Police Station,912,屏東縣內埔鄉豐田村新中路137號,08 7792804,203012.5584,2503236.888
佳佐派出所,ChiaTso Police Station,923,屏東縣萬巒鄉佳和村佳興路30號,08 7831114,208544.738,2497046.561
萬巒分駐所,Wanluan Police Station,923,屏東縣萬巒鄉萬巒村褒忠路124號,08 7811320,205689.1181,2497128.078
龍泉派出所,LungChuan Police Station,912,屏東縣內埔鄉龍泉村原勝路76號,08 7701744,208922.8578,2507693.306
內埔派出所,Neipu Police Station,912,屏東縣內埔鄉內埔村中興路158號,08 7792018,205765.0862,2501459.353
基隆市警察局,Keelung City Police Bureau,201,基隆市信義區信二路205號,02 24248141,325596.4138,2780344.982
第一分局,First Precinct,200,基隆市仁愛區仁五路22號,02 24222741,324678.1821,2780127.482
延平街派出所,Yanping Street Police Station,200,基隆市仁愛區仁二路76號,02 24246950,325497.705,2780137.566
南榮路派出所,Nanrong Road Police Station,200,基隆市仁愛區南榮路225號,02 24242437,324940.4792,2779575.835
忠二路派出所,Zhong 2nd Road Police Station,200,基隆市仁愛區忠二路2之1號,02 24241363,324716.9181,2780345.739
第二分局,Second Precinct,202,基隆市信義區信二路193號,02 24222742,325645.8999,2780343.102
信義派出所,Xinyi Police Station,201,基隆市信義區信二路193號,02 24211595,325645.8999,2780343.102
深澳坑派出所,Shen'aokeng Police Station,201,基隆市信義區深澳坑路69號,02 24654170,329179.1542,2780102.291
信六路派出所,Xin 6th Road Police Station,202,基隆市中正區義一路148號,02 24246948,325354.5986,2780964.598
八斗子分駐所,Badouzi Police Station,202,基隆市中正區環港街98號,02 24692077,329976.5527,2781557.477
和一路派出所,He 1st Road Police Station,202,基隆市中正區和一路146號,02 24622752,327123.4208,2783166.774
安瀾橋派出所,Anlanqiao Police Station,202,基隆市中正區中正路320號,02 24622435,326718.6814,2781770.528
東光派出所,Dongguang Police Station,201,基隆市信義區東明路61號,02 24656443,326910.434,2780117.715
正濱派出所,Zhengbin Police Station,202,基隆市中正區中正路786-1號,02 24621889,327725.409,2782768.575
第三分局,Third Precinct,206,基隆市七堵區富民里明德一路142號,02 24558843,322146.7286,2776862.711
復興派出所,Fuxing Police Station,206,基隆市七堵區華新一路40之3號,02 24515602,317397.824,2775997.995
瑪陵派出所,Maling Police Station,206,基隆市七堵區大華二路194號,02 24565085,319275.8107,2778257.3
碇內派出所,Dingnei Police Station,205,基隆市暖暖區源遠路249巷36號,02 24576080,326161.6221,2777037.362
暖暖派出所,Nuannuan Police Station,205,基隆市暖暖區暖暖街119號,02 24572331,324408.9498,2777177.126
八堵分駐所,Badu Police Station,205,基隆市暖暖區八堵路69號,02 24562438,323827.4216,2778050.585
百福派出所,Baifu Police Station,206,基隆市七堵區百福里百六街120號,02 24512156,320417.6377,2775430.901
七堵派出所,Qidu Police Station,206,基隆市七堵區富民里明德一路142號,02 24566947,322146.7286,2776862.711
第四分局,Fourth Precinct,204,基隆市安樂區麥金路242號,02 24225477,322799.607,2779617.263
大武崙派出所,Dawulun Police Station,204,基隆市安樂區基金一路351號,02 24310118,321056.6562,2781650.06
安樂派出所,Anle Police Station,204,基隆市安樂區麥金路242號,02 24316212,322799.607,2779617.263
安定派出所,Anding Police Station,204,基隆市安樂區安一路307號,02 24246946,323351.1228,2780661.878
中華路分駐所,Zhonghua Road Police Station,203,基隆市中山區通明街2號,02 24246944,324489.2725,2782249.442
中山派出所,Zhongshan Police Station,203,基隆市中山區西定路1號,02 24242440,324139.2077,2780578.762
宜蘭縣政府警察局,Yilan County Government Police Bureau,260,宜蘭縣宜蘭市中山路2段167號,03 9322271,326244.188,2738202.403
宜蘭分局,Yilan Precinct Yilan County Government Police Bureau,260,宜蘭縣宜蘭市光復路50號,03 9359039,326396.5435,2738891.961
大湖派出所,Dahu Police Station,264,宜蘭縣員山鄉大安路120號,03 9221995,320538.573,2737525.921
惠好派出所,Hueihao Police Station,264,宜蘭縣員山鄉尚惠路63號,03 9221994,323768.716,2735982.164
內城派出所,Neicheng Police Station,264,宜蘭縣員山鄉員山路2段235號,03 9221996,320352.833,2734390.214
枕山派出所,Jhenshan Police Station,264,宜蘭縣員山鄉永同路3段18號,03 9221993,322681.495,2739272.809
員山分駐所,Yuanshan Police Station,264,宜蘭縣員山鄉員山路1段205號,03 9222015,323507.645,2737748.698
延平派出所,Yanping Police Station,260,宜蘭縣宜蘭市東港路22號,03 9381784,328174.977,2738363.385
進士派出所,Jinshih Police Station,260,宜蘭縣宜蘭市縣政北路5號,03 9252219,327046.873,2736192.411
新生派出所,Sinsheng Police Station,260,宜蘭縣宜蘭市中山路5段156號,03 9284087,326539.172,2740470.841
民族派出所,Sinmin Police Station,260,宜蘭縣宜蘭市三清路33號,03 9322223,325673.9,2738959.95
新民派出所,Minzu Police Station,260,宜蘭縣宜蘭市光復路50號,03 9323105,326397.205,2738891.829
三星分局,Sansing  Precinct Yilan County Government Police Bureau,266,宜蘭縣三星鄉三星路5段6號,03 9891564,316001.31,2728993.6
三星派出所,sansing Police Station,266,宜蘭縣三星鄉三星路5段6號,03 9892561,316001.31,2728993.6
明池派出所,Mingchih Police Station,267,宜蘭縣大同鄉明池4號,03 9801727,297920.247,2727105.295
南山派出所,Nanshan Police Station,267,宜蘭縣大同鄉埤南巷6號,03 9809175,288473.388,2703451.687
四季派出所,Sihji Police Station,267,宜蘭縣大同鄉和勳巷12號,03 9809435,293238.96,2709086.649
太平山派出所,Taipingshan Police Station,267,宜蘭縣大同鄉太平巷94之2號,03 9809802,304395.463,2709739.203
英士派出所,Yingshih Police Station,267,宜蘭縣大同鄉梵梵72號,03 9801325,303284.2,2723059.63
福山派出所,Fushan Police Station,266,宜蘭縣三星鄉三星路7段310號,03 9893224,312935.96,2728472.96
牛鬥派出所,Nioudou Police Station,267,宜蘭縣大同鄉泰雅一路牛鬥巷52號,03 9891731,307658.74,2726111.24
大同分駐所,Datong Police Station,267,宜蘭縣大同鄉朝陽39號,03 9801176,311626.21,2730213.85
寒溪派出所,Hansi Police Station,267,宜蘭縣大同鄉寒溪巷65之2號,03 9517465,319721.04,2722809.48
大隱派出所,Dayin Police Station,266,宜蘭縣三星鄉三星路2段350號,03 9898910,320929.49,2729131.74
大洲派出所,Dajhou Police Station,266,宜蘭縣三星鄉上將路2段468號,03 9573517,323750.577,2731972.447
清水檢查哨,Cingshuei Checkpoint,267,宜蘭縣大同鄉三星路8段501巷7號,03 9894520,312461.2259,2726098.415
太平山檢查哨,Taipingshan Checkpoint,267,宜蘭縣大同鄉太平巷94之3號,03 9809860,304234.019,2710220.451
礁溪分局,Jiaosi  Precinct Yilan County Government Police Bureau,262,宜蘭縣礁溪鄉中山路2段157號,03 9882053,328232.471,2746860.264
礁溪派出所,Jiaosi Police Station,262,宜蘭縣礁溪鄉中山路2段157號,03 9882214,328232.471,2746860.264
美城派出所,Meicheng Police Station,263,宜蘭縣壯圍鄉大福路3段38號,03 9303691,329613.081,2741357.06
福成派出所,Fucheng Police Station,261,宜蘭縣頭城鎮宜三路2段439號,03 9771896,331552.683,2750919.828
二城派出所,Ercheng Police Station,261,宜蘭縣頭城鎮青雲路1段145號,03 9882654,330153.118,2748160.399
大福派出所,Dafu Police Station,263,宜蘭縣壯圍鄉壯濱路6段200號,03 9301994,332596.704,2743888.234
龍潭派出所,Longtan Police Station,262,宜蘭縣礁溪鄉大坡路135號,03 9285514,324880.1949,2741608.121
四城派出所,Sihcheng Police Station,262,宜蘭縣礁溪鄉礁溪路1段157號,03-9284072,326986.585,2742491.671
頭城分駐所,Toucheng Police Station,261,宜蘭縣頭城鎮開蘭路283號,03 9771125,333541.813,2750812.054
忠孝派出所,Jhongsiao Police Station,263,宜蘭縣壯圍鄉順和路77號,03 9301984,331209.957,2739932.195
壯圍分駐所,Jhuangwei Police Station,263,宜蘭縣壯圍鄉壯五路158號,03 9382162,329536.489,2737910.813
大里派出所,Dali Police Station,261,宜蘭縣頭城鎮大里路94號,03 9781139,343032.984,2762133.818
三城派出所,Sancheng Police Station,262,宜蘭縣礁溪鄉礁溪路3段195號,03 9881961,327527.868,2744961.723
大溪派出所,Dasi Police Station,261,宜蘭縣頭城鎮濱海路5段187號,03 9781205,340097.212,2759409.442
羅東分局,Luodong  Precinct Yilan County Government Police Bureau,265,宜蘭縣羅東鎮公正路159號,03 9542071,327868.0746,2730386.665
利澤派出所,Lize Police Station,268,宜蘭縣五結鄉利澤路6號,03 9503512,333345.509,2729056.458
廣興派出所,Guangsing Police Station,269,宜蘭縣冬山鄉廣興路193號,03 9512210,325834.485,2729400.824
二結派出所,Erjie Police Station,268,宜蘭縣五結鄉西河路1號,03 9653901,327707.501,2733055.218
五結分駐所,Wujie Police Station,268,宜蘭縣五結鄉五結中路2段98號,03 9504381,330743.027,2731408.608
順安派出所,Shunan Police Station,269,宜蘭縣冬山鄉義成路2段394號,03 9581804,327354.31,2727727.93
冬山分駐所,Dongshan Police Station,269,宜蘭縣冬山鄉冬山路98之9號,03 9591651,330305.659,2725469.293
成功派出所,Chenggong Police Station,265,宜蘭縣羅東鎮興東南路46號,03 9542471,328011.27,2729403.465
開羅派出所,Kailuo Police Station,265,宜蘭縣羅東鎮南昌東街1號,03 9542121,328675.022,2729646.869
公正派出所,Gongjheng Police Station,265,宜蘭縣羅東鎮公正路159號,03 9542029,327868.0746,2730386.665
蘇澳分局,Suao  Precinct Yilan County Government Police Bureau,270,宜蘭縣蘇澳鎮中山路1段252號,03 9951356,335554.79,2721279.65
蘇澳派出所,Suao Police Station,270,宜蘭縣蘇澳鎮中山路1段252號,03 9962126,335554.79,2721279.65
澳花派出所,Aohua Police Station,272,宜蘭縣南澳鄉中央路50號,03 9985152,325042.8945,2691738.667
武塔派出所,Wuta Police Station,272,宜蘭縣南澳鄉新溪路5號,03 9981902,328801.26,2705015.38
碧候派出所,Bihou Police Station,272,宜蘭縣南澳鄉信義路陽明巷78號,03 9981903,329730.04,2707874.23
東澳派出所,Dongao Police Station,270,宜蘭縣南澳鄉蘇花路3段161號,03 9986080,334297.594,2712823.755
南澳分駐所,Nanao Police Station ,272,宜蘭縣南澳鄉蘇花路2段373號,03 9981120,331427.273,2706855.886
南方澳派出所,Nanfang-ao Police Station,270,宜蘭縣蘇澳鎮漁港路84號,03 9963580,337721.46,2719795.55
馬賽派出所,Masai Police Station,270,宜蘭縣蘇澳鎮隘丁路12號,03 9902604,334541.99,2723732.5
新城派出所,Sincheng Police Station,270,宜蘭縣蘇澳鎮中山路2段493號,03 9969827,332355.9234,2723354.17
港邊派出所,Gangbian Police Station,270,宜蘭縣蘇澳鎮蘇濱路1段195號,03 9905608,336320.49,2723052.66
花蓮縣警察局,Hualien County Police Bureau,970,花蓮縣花蓮市府前路21號,03 8224138,313101.1032,2654408.665
花蓮分局,Hualien  police  precinct,970,花蓮縣花蓮市軒轅路32號,03 8354008,312289.6124,2652517.024
軒轅派出所,Syuanyuan police  station,970,花蓮縣花蓮市軒轅路32號,03 8328344,312289.6124,2652517.024
民意派出所,Minyi  police  station,970,花蓮縣花蓮市府前路518號,03 8227827,313107.0657,2655283.206
美崙派出所,Meilun  police station,970,花蓮縣花蓮市民權路209號,03 8228341,314246.8613,2654597.165
豐川派出所,Fongchuan  police  station,970,花蓮縣花蓮市國民八街15號,03 8357871,311507.4817,2654402.548
中華派出所,Jhonghua  police  station,970,花蓮縣花蓮市中華路300號,03 8328342,310903.3897,2652409.879
中正派出所,Jhongjheng  police  station,970,花蓮縣花蓮市中正路448號,03 8326822,311572.8403,2652429.594
中山派出所,Jhongshan  police  station,970,花蓮縣花蓮市林森路232號,03 8328343,311614.683,2653085.977
自強派出所,Zihciang  police  station,970,花蓮縣花蓮市中央路3段840號,03 8569374,310273.2932,2654393.879
吉安分局,Ji-an  police  precinct,973,花蓮縣吉安鄉中正路1段38號,03 8531701,310364.2999,2651596.575
月眉派出所,Yuemei  police  station,974,花蓮縣壽豐鄉月眉村7鄰月眉3段42號,03 8631001,306560.6252,2640568.698
池南派出所,Chihnan  police  station,974,花蓮縣壽豐鄉池南路2段13號,03 8641280,301528.6665,2646354.33
鹽寮派出所,Yanliao police station,974,花蓮縣壽豐鄉鹽寮村鹽寮129號,03 8671200,310921,2640786
