機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","苗栗藥局","苗栗縣","苗栗市","光復路55號","劉宇勝","男","037-360789","Y"
"開業","苗栗啄木鳥藥局","苗栗縣","苗栗市","中華路120號","游培琪","男","037-274809","Y"
"開業","心惠聯合藥局","苗栗縣","苗栗市","中山路181號","林彥彰","男","037-377389","Y"
"開業","錦岳大藥局","苗栗縣","苗栗市","民族路140號1樓","連奕淇","女","037-353046","Y"
"開業","杏一苗栗中山藥局","苗栗縣","苗栗市","至公路38號","劉奕均","女","037-354552","N"
"開業","苗安藥局","苗栗縣","苗栗市","恭敬里信義街31號","李慧珊","女","037-356388","Y"
"開業","上林藥局","苗栗縣","苗栗市","建功里24鄰府前路91號","楊政哲","男","037-320685","Y"
"開業","瑞展藥局","苗栗縣","苗栗市","中正路73號","廖惠真","女","271658","Y"
"開業","正忠藥師藥局","苗栗縣","苗栗市","中正路602號","劉政忠","男","037-369359","Y"
"開業","聯合藥師藥局","苗栗縣","苗栗市","社寮街145號","陳麗姿","女","037-264425","Y"
"開業","苗栗安德藥局","苗栗縣","苗栗市","高苗里信義街10號","張琇苓","女","037-350420","Y"
"開業","好鄰居藥局","苗栗縣","苗栗市","建功里中正路222號","彭成偉","男","037-350395","Y"
"開業","盛安藥局","苗栗縣","苗栗市","中正路７４８號","謝世民","男","037320 145","Y"
"開業","佳美藥局","苗栗縣","苗栗市","中山路493號","薛玉珠","女","037-337366","Y"
"開業","維新藥局","苗栗縣","苗栗市","中正路632號1樓","余文青","男","037-358988","Y"
"開業","佳禾藥局","苗栗縣","苗栗市","建台街7號","徐正斌","男","037-373041","Y"
"開業","芳鄰國際連鎖藥局","苗栗縣","苗栗市","中山路567號","林招","女","037-330580","Y"
"開業","吉利康藥局","苗栗縣","苗栗市","中正路340號","游朝皓","男","037-370529","Y"
"開業","廷安藥局","苗栗縣","苗栗市","建功里府前路133號","謝順生","男","037-356839","Y"
"開業","千百岳大藥局","苗栗縣","苗栗市","上苗里中山路70號","陳貞錦","女","","Y"
"開業","安元藥局","苗栗縣","公館鄉","玉谷村５３號","楊仕德","男","037226 261","N"
"開業","芳鄰藥局","苗栗縣","公館鄉","玉泉村玉泉368-11號","黃楨芳","女","037-223727","Y"
"開業","懷慶中西藥局","苗栗縣","公館鄉","近光路94號","杜嘉慶","男","037-239234","Y"
"開業","杏中藥局","苗栗縣","公館鄉","館東村5鄰大同路174號","林烈鴻","男","037-232611","Y"
"開業","康城藥局","苗栗縣","大湖鄉","明湖村民生路69號1樓","鍾世傑","男","037-335188","Y"
"開業","臺健中西藥局","苗栗縣","大湖鄉","大湖村中正路１９號","曹文豪","男","037990 638","Y"
"開業","景元藥局","苗栗縣","大湖鄉","中正路97號","王仁中","男","037-996465","Y"
"開業","銅鑼藥局","苗栗縣","銅鑼鄉","中正路１８８號","湯珠奎","男","037981 511","Y"
"開業","家嘉藥局","苗栗縣","銅鑼鄉","中正路128號","羅子芸","男","037-986388","Y"
"開業","安康藥局","苗栗縣","三義鄉","中正路114號","羅子郎","男","037-875958","Y"
"開業","林大藥局","苗栗縣","卓蘭鎮","中正路32號1樓","林玉敏","女","04-25891630","Y"
"開業","萊恩藥局","苗栗縣","卓蘭鎮","上新里上新7之1號","羅兆晉","男","04-25899369","Y"
"開業","卓蘭千百岳大藥局","苗栗縣","卓蘭鎮","中山路82號","柯淑華","女","04-25895473","Y"
"開業","國良藥局","苗栗縣","卓蘭鎮","中山路111號1樓","洪正倫","男","04-25899578","Y"
"開業","彰化藥局","彰化縣","彰化市","下廍里永安街278、280號","施方尹","女","04-7287877",""
"開業","三立大藥局","彰化縣","彰化市","中華西路一一一號","陳麗惠","女","047635422","Y"
"開業","彰化明德藥局","彰化縣","彰化市","三民路２０９號","柯明德","男","047220721","Y"
"開業","大方藥局","彰化縣","彰化市","竹和路１２６號","吳靜枝","女","04-7264207","N"
"開業","明功藥局","彰化縣","彰化市","長安街１５５號","柯毓彬","男","047222362","Y"
"開業","永宏藥局","彰化縣","彰化市","菜巿街１１５號","盧文義","男","04-7228109","N"
"開業","正忠藥局","彰化縣","彰化市","福鎮街１６號","林培基","男","04-7244669","Y"
"開業","信榮藥局","彰化縣","彰化市","民族路３６４號","林俊榮","男","04-7249305","N"
"開業","中欣藥局","彰化縣","彰化市","光南里中興路156號","沈世育","男","047289738","N"
"開業","平安藥局","彰化縣","彰化市","信義里長發街7號1樓","林長槿","女","7269122","Y"
"開業","振安藥局","彰化縣","彰化市","民生里永安街73號","王振","男","7261277","Y"
"開業","康好藥局南校店","彰化縣","彰化市","華北里南校街104號","譚秀蘭","女","7283491","Y"
"開業","尚豪藥師藥局旭光店","彰化縣","彰化市","華北里旭光路176號","趙麗敏","女","04-7280320","Y"
"開業","春生藥局自強店","彰化縣","彰化市","忠權里自強南路45-6號","邱之邑","男","04-7227058","Y"
"開業","正光藥局彰南店","彰化縣","彰化市","中庄里彰南路一段21號","李忠罃","男","04-7321003","Y"
"開業","康橋藥局","彰化縣","彰化市","西安里民族路429號","黃瑋德","男","04-7278288","Y"
"開業","彰化啄木鳥藥局","彰化縣","彰化市","茄南里金馬路2段27號","王鍊財","男","04-7330661","Y"
"開業","范藥局","彰化縣","彰化市","東興里公園路一段292號","范訓誠","男","04-7271540","Y"
"開業","長裕藥局","彰化縣","彰化市","中央里太平街180、182號","張育禎","女","047258129","Y"
"開業","榮源藥局","彰化縣","彰化市","忠權里辭修路１２８巷９號","劉玲惠","女","04-7229432","Y"
"開業","景德藥局","彰化縣","彰化市","華山路１９２號","黃俊堯","男","04-7222983","N"
"開業","茂新藥局","彰化縣","彰化市","彰南路三段２００號","劉瑩珮","女","047373201","Y"
"開業","日光堂藥局彰美分店","彰化縣","彰化市","彰美路一段２３５號","黃宏仁","男","047236611","Y"
"開業","尚豪藥局","彰化縣","彰化市","大埔路六九五號","楊淵喻","男","047113332","Y"
"開業","全杏藥局","彰化縣","彰化市","茄苳路一段２９９號","賴如玉","女","047363366","Y"
"開業","龍美藥局","彰化縣","彰化市","中山路三段２２８號","黃錫龍","男","047249816","Y"
"開業","大竹長生藥局","彰化縣","彰化市","彰南路二段８號","劉銀澎","男","04-7384176、0 0 0","Y"
"開業","佑安藥局","彰化縣","彰化市","永樂街１６６號","柯廣明","男","047220850","N"
"開業","大新藥局","彰化縣","彰化市","彰南路一段433號","潘淑敏","女","04-7383535","Y"
"開業","平成藥局","彰化縣","彰化市","曉陽路31號","吳足滿","女","04-7258070","Y"
"開業","慶全藥局","彰化縣","彰化市","福山里福山街189號","曾春木","男","04-7386747","Y"
"開業","仁愛藥師藥局","彰化縣","彰化市","中山路一段一一九巷三十九號","林永盛","男","7515116","N"
"開業","東東藥局","彰化縣","彰化市","大竹里彰南路2段247-8號","許永東","男","04-7387407","Y"
"開業","瑞群藥局","彰化縣","彰化市","中正路二段495號","吳柏憲","男","04-7290896","Y"
"開業","正光藥局中正店","彰化縣","彰化市","中正路一段253號","嚴亮銘","男","04-7235068","Y"
"開業","施文彬大藥局","彰化縣","彰化市","大埔路345號","施文彬","男","04-7111653","Y"
"開業","回生藥局","彰化縣","彰化市","民族路410號","凃孟銓","男","7227266、04-7234408","Y"
"開業","康好健保藥局","彰化縣","彰化市","光南里旭光路291號","鐘瑩清","女","04-7234725","Y"
"開業","長聖樹藥局","彰化縣","彰化市","民權里華山路173號","曾鈺婷","女","04-7291519","Y"
"開業","佳展佳藥局","彰化縣","彰化市","彰安里中正路二段434號","趙守展","男","04-7288246","Y"
"開業","福田藥局","彰化縣","彰化市","光復路20號","李慧黛","女","04-7296058","Y"
"開業","華恩健保藥局","彰化縣","彰化市","富貴里華山路210號","林慈菁","女","7239977","Y"
"開業","維康藥局","彰化縣","彰化市","光南里博愛街131、133號","莊鎮誠","男","04-7284520","N"
"開業","全成藥局","彰化縣","彰化市","民生里三民路320號","林宗賢","男","04-7263018","Y"
"開業","銅鐘藥局","彰化縣","彰化市","阿夷里泰和路2段315號","張佑任","男","04-7200606","Y"
"開業","大仁藥局","彰化縣","彰化市","忠孝里辭修路80號1樓","張燕真","女","04-7282678","Y"
"開業","大竹藥局","彰化縣","彰化市","彰南路2段189號","李振華","男","","Y"
"開業","彰安藥局","彰化縣","彰化市","彰安里曉陽路235號","盧姿秀","女","04-7281095","Y"
"開業","康禾藥局","彰化縣","彰化市","崙平里建和街52號","陳柏蓁","女","04-7624077","Y"
"開業","丁丁藥局彰鹿店","彰化縣","彰化市","南安里彰鹿路150號","陳明瑨","男","04-7531110","N"
"開業","正光藥局民族店","彰化縣","彰化市","彰安里民族路211號","陳曉莉","女","04-7234876","Y"
"開業","大心藥局","彰化縣","彰化市","中央里民族路517號","邱家宏","男","04-7282797","Y"
"開業","正欣藥局","彰化縣","彰化市","興北里長壽街220號","薛芳傑","男","04-7266279","Y"
"開業","曉陽藥局","彰化縣","彰化市","西安里曉陽路202號","莊永澈","男","","Y"
"開業","大埔藥局","彰化縣","彰化市","大埔路406、408、410、412號","翁子晉","男","04-7117511","Y"
"開業","澄星中西藥局","彰化縣","彰化市","國聖里中山路三段570號1樓","蔡宜君","女","04-7323061","Y"
"開業","建國春生中西藥局","彰化縣","彰化市","阿夷里建國北路150號","林運承","男","04-7225047","Y"
"開業","美芙藥局","彰化縣","彰化市","三民路270號1樓","詹純宜","女","04-7222980","Y"
"開業","原安大藥局","彰化縣","彰化市","華陽里南郭路一段180號","賴畇儒","女","04-7272817","Y"
"開業","丁丁藥局彰化店","彰化縣","彰化市","曉陽路219號","潘勝偉","男","04-7236140","Y"
"開業","康好藥局三民店","彰化縣","彰化市","興北里三民路201號","洪士祥","男","04-7281089","Y"
"開業","芳澤藥局","彰化縣","彰化市","國聖里中山路三段434號","葉欣宜","女","04-7380381","Y"
"開業","友誼藥局彰化店","彰化縣","彰化市","忠孝里辭修路191-2號","黃鈴雯","女","04-7288865","Y"
"開業","曜安藥局","彰化縣","彰化市","光華里民生路153號1樓","蔡巧庭","女","04-7280650","Y"
"開業","黎明藥局","彰化縣","彰化市","大竹里彰南路2段217號","劉香蘭","女","04-7320995","Y"
"開業","大佳好藥局","彰化縣","彰化市","崙平里平和七街6號","林聖展","男","04-7633072","Y"
"開業","彰化福倫藥局","彰化縣","彰化市","萬壽里中正路2段224號","丁盈心","女","04-7233018","Y"
"開業","健心藥局","彰化縣","彰化市","興北里民生路341號","賴曼玲","女","04-7283010","Y"
"開業","美得康藥局","彰化縣","彰化市","成功里民族路186號","詹雅茹","女","04-7280707","Y"
"開業","康是美藥局曉陽店","彰化縣","彰化市","西安里民族路291號1、2樓","楊然詞","男","04-7221460","Y"
"開業","佑全彰化民族藥局","彰化縣","彰化市","永生里民族路450號1樓","何昌鴻","男","04-7286549","Y"
"開業","丁丁藥局彰鹿店","彰化縣","彰化市","南安里彰鹿路150號","謝惠如","女","04-7531110","Y"
"開業","綠的藥局","彰化縣","彰化市","南瑤里中央路38號","陳以昇","男","04-7513349",""
"開業","友誼藥局自強店","彰化縣","彰化市","新興里自強路46號","施秉呈","男","04-7233471","Y"
"開業","寶生藥局","彰化縣","彰化市","南瑤里中山路一段556巷23之128號1樓","陳明瑨","男","04-7113037","Y"
"開業","晁福藥局","彰化縣","彰化市","竹中里彰南路二段31號","金姿瑩","女","04-7371168","Y"
"開業","佳漾藥局","彰化縣","彰化市","南瑤里延平路588號1樓","宋健仁","男","04-7135518","Y"
"開業","中央啄木鳥藥局","彰化縣","彰化市","崙平里中央路206號","王建智","男","04-7639581","Y"
"開業","安新健保藥局","彰化縣","彰化市","新興里自強路36號1樓","劉俊明","男","04-7233160","Y"
"開業","民族藥局","彰化縣","彰化市","成功里民族路212號1樓","林科含","男","04-7261221","Y"
"開業","鼎澄民族藥局","彰化縣","彰化市","中央里民族路529號1樓","張騏修","男","04-7285668","Y"
"開業","金宏恩藥局","彰化縣","芬園鄉","彰南路四段１０８巷１２號","藍正中","男","049522391","Y"
"開業","強生藥局","彰化縣","芬園鄉","社口村光復路20號","簡振宇","男","049-2521857","Y"
"開業","啟安大藥局","彰化縣","芬園鄉","芬草路二段230號","邱夢盆","女","049-2522858","Y"
"開業","華榮藥局","彰化縣","花壇鄉","花壇街219號","廖燈和","男","047862173","Y"
"開業","益源藥局","彰化縣","花壇鄉","中正路３１９號","梁凱泉","男","047863586","N"
"開業","武田藥局","彰化縣","花壇鄉","長沙村中正路120號","吳亞芳","女","04-7878683","Y"
"開業","祥安藥局","彰化縣","花壇鄉","彰員路3段89號","李啟福","男","04-7863460","Y"
"開業","春天藥局","彰化縣","花壇鄉","中山路二段30號","呂益慧","女","04-7874458","Y"
"開業","口庄藥局","彰化縣","花壇鄉","中口村中山路2段562號","施雅瀞","女","04-7867209","Y"
"開業","春生藥局花壇店","彰化縣","花壇鄉","花壇村中正路57-1號","張玉萍","女","04-7867715","Y"
"開業","善生藥局","彰化縣","花壇鄉","中正路200號","賴姵妘","女","04-7862361","Y"
"開業","大福藥局","彰化縣","花壇鄉","長沙村中正路91號1樓","林品臻","女","04-7880073","Y"
"開業","仁寶藥局","彰化縣","花壇鄉","長沙村忠孝街100-2號","楊文清","男","04-7878555","Y"
"開業","花壇福倫藥局","彰化縣","花壇鄉","中山路二段159號1樓","李青芬","女","04-7882818","Y"
"開業","啟仁藥局","彰化縣","秀水鄉","文化街１５巷２號","鄭啟材","男","047694953","Y"
"開業","秀水藥局","彰化縣","秀水鄉","福安村彰水路２段５４１號","梁錦志","男","(04)7690140、04-7690900","Y"
"開業","伸豐藥局","彰化縣","秀水鄉","福安村彰水路二段六六三號","鄭智璐","女","7697482","Y"
"開業","欣冠藥局","彰化縣","秀水鄉","安東村中山路345號","楊森林","男","7689699","Y"
"開業","彰水藥局","彰化縣","秀水鄉","福安村彰水路二段425、427、429號1樓","林俊安","男","04-7685880","Y"
"開業","福安藥局","彰化縣","秀水鄉","福安村彰水路2段523號","張孟維","男","04-7686981","Y"
"開業","秀水福倫藥局","彰化縣","秀水鄉","福安村彰水路2段570號","劉姵君","女","04-7699618","Y"
"開業","丁丁藥局秀水店","彰化縣","秀水鄉","安東村彰水路一段22號","黃柏修","男","04-7686200","Y"
"開業","健全藥局","彰化縣","秀水鄉","安東村中山路282-1號","張玉倫","女","04-7686649","Y"
"開業","健康藥局","彰化縣","鹿港鎮","民權路232號","陳達輝","男","04-7764364、04-7752455","Y"
"開業","淳安藥局","彰化縣","鹿港鎮","景福里民族路53號","許朝國","男","04-7783989","Y"
"開業","民權藥局","彰化縣","鹿港鎮","民權路五九號","林傳智","男","047745562","Y"
"開業","忠民藥局","彰化縣","鹿港鎮","民族路一０八巷三號","林文旎","女","04-7760368","Y"
"開業","展宏藥局","彰化縣","鹿港鎮","中山路五號","許瀛元","男","04-7749001","Y"
"開業","永和藥局","彰化縣","鹿港鎮","中正路242之2號","張明輝","女","04-7753431","Y"
"開業","老信和藥局","彰化縣","鹿港鎮","頂番里鹿和路四段40號","鄭淑玲","女","04-7711098","Y"
"開業","東亞藥局","彰化縣","鹿港鎮","中山路291號","張文燦","男","04-7773515","N"
"開業","仁貴藥局","彰化縣","鹿港鎮","海埔里鹿草路二段816號","陳明明","女","7773898","N"
"開業","豐安藥局","彰化縣","鹿港鎮","玉順里復興路726號","鐘駿輝","男","04-7746157","Y"
"開業","真豐藥局鹿港店","彰化縣","鹿港鎮","永安里民權路115-1號","田婷瑋","女","04-7755540",""
"開業","正光藥局鹿港店","彰化縣","鹿港鎮","永安里復興路251號","張志宏","男","04-7775769","Y"
"開業","杏文藥局","彰化縣","鹿港鎮","順興里中山路354號1樓","古佳穎","女","04-7766326","Y"
"開業","中山藥局","彰化縣","鹿港鎮","永安里復興路362號","鄭世雄","男","04-7750686","Y"
"開業","康好藥局","彰化縣","鹿港鎮","永安里中正路439號","賴政松","男","04-7773302",""
"開業","新永吉藥局","彰化縣","鹿港鎮","中山路127號","許宏旭","男","04-7770940","Y"
"開業","大樹鹿港藥局","彰化縣","鹿港鎮","永安里中正路193號","蕭啟仁","男","04-7772226","Y"
"開業","柚子藥局","彰化縣","鹿港鎮","永安里復興路338號","陳宗伯","男","04-7785066","Y"
"開業","順安藥局","彰化縣","鹿港鎮","復興路125號","張蕙蘭","女","7765510","Y"
"開業","健安藥局","彰化縣","福興鄉","廈粘村沿海路3段214-1號1樓","林韋廷","男","04-7707835","Y"
"開業","好鄰居藥局","彰化縣","福興鄉","廈粘村沿海路三段273號","黃筠惠","女","04-7707887",""
"開業","京妍藥局","彰化縣","福興鄉","橋頭村復興路110號","蘇珮閔","女","04-7783193","Y"
"開業","東泰藥局","彰化縣","福興鄉","福興村沿海路5段366號","楊智全","男","04-7772277","Y"
"開業","寓埔藥局","彰化縣","線西鄉","寓埔村中華路48號1樓","葉能源","男","04-7589805","Y"
"開業","線西藥局","彰化縣","線西鄉","寓埔村中央路二段48號","林汝靜","女","04-7582482","Y"
"開業","泰安中藥房","彰化縣","和美鎮","和東里中山路121號","邱俊欽","男","04-7552956",""
"開業","萬國藥局","彰化縣","和美鎮","仁安路231號","鄭又彰","男","04-7553948","Y"
"開業","和美福倫藥局","彰化縣","和美鎮","和北里彰美路六段133號","林明宏","男","04-7569718","Y"
"開業","春生藥局愛民店","彰化縣","和美鎮","愛民路106號","邱睦仁","男","04-7566092","Y"
"開業","和恩藥局","彰化縣","和美鎮","和西里道周路718號","洪宗申","男","04-7576566","Y"
"開業","上安藥局","彰化縣","和美鎮","和西里和樂路106號","黃智敬","男","04-7569962","Y"
"開業","友誼藥局和美店","彰化縣","和美鎮","和東里仁化路147、149號","杜依菁","女","04-7550866","Y"
"開業","康佑藥局","彰化縣","和美鎮","和東里彰美路5段175號1樓","林雅青","女","04-7576816、04-7576680","N"
"開業","和美大藥局","彰化縣","和美鎮","和東里彰美路5段271號","陳泳穎","女","04-7554095","Y"
"開業","德美藥局","彰化縣","和美鎮","竹營里德美路293號","江珮瑜","女","04-7567129","Y"
"開業","丁丁藥局和美店","彰化縣","和美鎮","山犁里道周路312號","温榮豪","男","","Y"
"開業","永合藥局","彰化縣","和美鎮","彰美路6段197號1樓","陳虹瑾","女","047557726","Y"
"開業","大樹和美藥局","彰化縣","和美鎮","仁愛里道周路501號","盧欣怡","女","04-7554420","Y"
"開業","永元藥局","彰化縣","和美鎮","和西里和線路91號","施春兆","女","04-7550045","Y"
"開業","慧佑中西藥局","彰化縣","和美鎮","和東里仁美路188號","楊顏臨","男","04-7575327","Y"
"開業","和美啄木鳥藥局","彰化縣","和美鎮","竹營里德美路270號","廖怡芳","女","04-7552924","Y"
"開業","邱藥局","彰化縣","和美鎮","美寮路二段７１４號","吳芬蘭","女","047558785","N"
"開業","日康藥局","彰化縣","和美鎮","道周路２８２號","葉秀盆","女","047567606","N"
"開業","三多藥局","彰化縣","和美鎮","糖友一街88號","黃裕烚","男","04-7356969","Y"
"開業","春生藥局新庄店","彰化縣","和美鎮","犁盛里彰新路二段527、529號","陳依華","女","04-7330458","Y"
"開業","第一健保藥局","彰化縣","和美鎮","彰美路六段202號","許信夫","男","04-7568492","Y"
"開業","協和藥局","彰化縣","伸港鄉","中山路101號","林維修","男","04-7981233","Y"
"開業","春生藥局伸港店","彰化縣","伸港鄉","新港村新港路417號","邱琬茹","女","04-7986263","Y"
"開業","佑全伸港新港藥局","彰化縣","伸港鄉","新港村新港路166、168號","林芳雅","女","04-7980979","Y"
"開業","真豐藥局","彰化縣","伸港鄉","新港村新港路117號","朱庭賢","男","04-7988337","Y"
"開業","信義藥局","彰化縣","伸港鄉","新港村信義路71號","陳廷競","男","04-7982232","Y"
"開業","伸和藥局","彰化縣","伸港鄉","新港村中正路20巷2號","黃淑雯","女","04-7998129","Y"
"開業","伸港藥局","彰化縣","伸港鄉","新港村信義路135號","陳弘志","男","7992663","Y"
"開業","伸港永合藥局","彰化縣","伸港鄉","新港村新港路244號1樓","黃惠玲","女","7988865","Y"
"開業","貓頭鷹藥局","彰化縣","伸港鄉","新港村中山東路99號","廖怡彰","男","04-7996596","Y"
"開業","友誼藥局","彰化縣","伸港鄉","新港村中山路15號","林佩誼","女","04-7980591","Y"
"開業","弘安藥局","彰化縣","伸港鄉","新興路43號1樓","黃國寶","男","04-7983877","N"
"開業","信昇藥局","彰化縣","員林市","大同路二段182-1號","張翠芬","女","04-8358827","Y"
"開業","丁丁藥局員林店","彰化縣","員林市","和平里中山路二段89號","程淑娟","女","04-8373508","Y"
"開業","東禾藥局","彰化縣","員林市","和平東街6２號之１","周錫洋","男","048323724","Y"
"開業","必安藥局","彰化縣","員林市","育英路１７４號","劉文智","男","048324986","Y"
"開業","金鴻安大藥局","彰化縣","員林市","中正路３２３號","卜堉慈","女","048344210","Y"
"開業","廣生堂藥局","彰化縣","員林市","中山里中山路１段743、745號","劉明和","男","04-8320627","Y"
"開業","濟生藥局","彰化縣","員林市","民生路１２３號","邱創文","男","04-8322209","N"
"開業","高藥局","彰化縣","員林市","員水路二段５０５號","高仁博","男","048327808","Y"
"開業","榮泰藥局","彰化縣","員林市","中正路３８２號","劉丁旭","男","048321138","Y"
"開業","利民藥局","彰化縣","員林市","黎明里南昌路７４號","張巨成","男","048325 036","N"
"開業","再生堂藥局","彰化縣","員林市","員東路二段491巷3號","邱文章","男","04-8325821","N"
"開業","今日藥局","彰化縣","員林市","員鹿路4號","詹彰憲","男","04-8321406","N"
"開業","家怡藥局","彰化縣","員林市","中山南路一二號","黃伊秀","女","04-8393252","Y"
"開業","員林健康藥局","彰化縣","員林市","中正路二二四號一樓","潘惠芳","女","04-8347765","Y"
"開業","員林福倫藥局","彰化縣","員林市","和平里中山路2段141號","張志寶","男","04-8371218","Y"
"開業","青田藥局","彰化縣","員林市","林森路一二七號","顧正立","男","04-8347776","Y"
"開業","愛康生活保健中西藥局","彰化縣","員林市","靜修東路34號","董宏偉","男","8328826","Y"
"開業","松大藥局","彰化縣","員林市","員東路一段85號","江松溪","男","04+8316518","N"
"開業","天一藥局","彰化縣","員林市","中正路441號","洪章榮","男","04-8384875","Y"
"開業","萬年藥局","彰化縣","員林市","員水路二段209號","張珍瑜","女","8366522","Y"
"開業","東山永安藥局","彰化縣","員林市","南東里山腳路4段31號","黃錫煙","男","8311471","Y"
"開業","康美藥局","彰化縣","員林市","南平里南平街26號","余天錫","男","8395172","Y"
"開業","佳樂藥局","彰化縣","員林市","惠來里光明街161號","范結堯","男","04-8369578","Y"
"開業","天天藥局","彰化縣","員林市","鎮興里員東路一段55號","林玟君","女","04-8385573","Y"
"開業","員郭藥局","彰化縣","員林市","中正里三民街38-1號","黃郁婷","女","04-8356201","Y"
"開業","大樹三民藥局","彰化縣","員林市","三民東街356號","張宏齊","男","04-8372837","Y"
"開業","壽春中西藥局","彰化縣","員林市","成功路55號","吳建興","男","04-8361667","Y"
"開業","日信藥局員林店","彰化縣","員林市","黎明里中正路255號","張維勳","男","","Y"
"開業","裕良藥局大同店","彰化縣","員林市","三信里大同路二段203-1號","陳冠佑","男","04-8344612","Y"
"開業","員林啄木鳥藥局","彰化縣","員林市","新生里新生路121、123號","江品翰","男","04-8339483","Y"
"開業","迪迪連鎖藥局員林店","彰化縣","員林市","東和里林森路163號1樓","江科迪","男","04-8363082","Y"
"開業","統信藥局","彰化縣","員林市","新興里正興街372號","周廷芳","男","04-8367089","Y"
"開業","莒光藥局","彰化縣","員林市","莒光路316號1樓","陳育俊","男","04-8361388","Y"
"開業","大樹員林藥局","彰化縣","員林市","大同路二段207號","許宏睿","男","04-8331353","Y"
"開業","家家藥局","彰化縣","員林市","惠來里惠來街87號","程楨松","男","04-8367007","Y"
"開業","佑全員林中正藥局","彰化縣","員林市","黎明里中正路135,137號1樓","吳健銘","男","04-8368669","Y"
"開業","正光藥局員林店","彰化縣","員林市","仁愛里三民東街310、312號","嚴筱婷","女","04-8328765","Y"
"開業","龍溢藥局","彰化縣","員林市","民生里中正路140號1樓","陳世章","男","04-8366032","Y"
"開業","健康新藥局","彰化縣","員林市","仁愛里三民東街170號","許馨尹","女","04-8323105","Y"
"開業","莒光啄木鳥藥局","彰化縣","員林市","惠來里中山路一段454號","施于翔","男","04-8399625","Y"
"開業","知心健康藥局","彰化縣","員林市","仁愛里三民東街196號1樓","鄭麗芬","女","04-8396161","Y"
"開業","誼安藥局","彰化縣","員林市","東和里員水路二段515號1樓","簡宏安","男","04-8335811","Y"
"開業","華衛藥局","彰化縣","員林市","惠來里南昌路96號","林國裕","男","048397503","Y"
"開業","家展藥局","彰化縣","員林市","中正里三民街35-1號","林惠君","女","04-8367768","Y"
"開業","躍獅永聖藥局","彰化縣","員林市","三信里中山路2段325號","？嘉霖","男","04+8369065","Y"
"開業","新義藥局","彰化縣","員林市","南平里新義街288號","楊正忠","男","04-8396788","Y"
"開業","淑德藥局","彰化縣","員林市","仁美里中山路2段110、112號","蕭秀茹","女","04-8359155","Y"
"開業","醫聯藥師藥局","彰化縣","員林市","仁愛里員東路二段410號1樓","呂佳儒","女","04-8360617","Y"
"開業","員林鼎澄藥局","彰化縣","員林市","仁愛里三民東街252號","李宜峰","男","04-8330918","Y"
"開業","仁美藥局","彰化縣","員林市","博愛路１７７號","廖修宗","男","048335219","N"
"開業","順天藥局二店","彰化縣","社頭鄉","員集路二段297 號","張育豪","男","048726901","Y"
"開業","藥典大藥局","彰化縣","社頭鄉","清水岩路239號","許利瑋","男","04-8732497","Y"
"開業","啟生藥局","彰化縣","社頭鄉","山腳路三段539號","張傳亨","男","04-8736201","N"
"開業","永信藥局","彰化縣","社頭鄉","社頭村員集路2段172 號","蕭文仁","男","04-8732582","Y"
"開業","佳和藥局","彰化縣","社頭鄉","社頭村員集路2段333號","謝佳鴻","男","04-8731331","Y"
"開業","社頭順天藥局","彰化縣","社頭鄉","社頭村員集路2段235號","林家鈺","女","04-8732303",""
"開業","社頭榮生藥局","彰化縣","社頭鄉","清水岩路253號","謝惠子","女","04-8732172","Y"
"開業","社頭藥局","彰化縣","社頭鄉","仁雅村社斗路一段373號","蕭仲家","男","04-8720030","Y"
"開業","佑全社頭員集藥局","彰化縣","社頭鄉","仁雅村員集路2段113號","莊子逸","男","04-8737880",""
"開業","修德藥局","彰化縣","社頭鄉","員集路二段１８４號","羅文娟","女","048732276","N"
"開業","張藥局","彰化縣","社頭鄉","清水岩路３６７號","張秋焱","男","048734660","Y"
"開業","生春大藥局","彰化縣","永靖鄉","東門路２３３號","陳毓才","男","048220929","Y"
"開業","陳厝厝保健藥局","彰化縣","永靖鄉","東寧村永興路2段116號","鄭世宗","男","04-8232387","Y"
"開業","佳恩藥局","彰化縣","永靖鄉","永西村瑚璉路302號","徐佳潔","女","04-8235753","Y"
"開業","永茗藥局","彰化縣","永靖鄉","永東村東門路198號","楊繼男","男","04-8242721","Y"
"開業","金和堂藥局","彰化縣","永靖鄉","永靖街102號","詹幸慧","女","8221759","Y"
"開業","永靖藥局","彰化縣","永靖鄉","瑚璉路116號","李 芸","女","04-8230220","Y"
"開業","博信藥局","彰化縣","永靖鄉","永靖街５２號","王聰永","男","048220481","N"
"開業","丁丁藥局埔心店","彰化縣","埔心鄉","東門村中正路一段223號","張惠婷","女","04-8297252",""
"開業","永康藥局","彰化縣","埔心鄉","東門村員鹿路2段329號1樓","吳朝陽","男","04-8280957","Y"
"開業","安麗兒藥局埔心店","彰化縣","埔心鄉","義民村員鹿路2段434號1樓","賴志豪","男","04-8295129","Y"
"開業","普生藥師藥局","彰化縣","埔心鄉","東門村中正路一段１４號","穆衍立","男","048294 449","Y"
"開業","淑惠藥局","彰化縣","埔心鄉","瓦北村員鹿路一段２４４號","楊榮姚","女","048297798","Y"
"開業","慈惠藥局","彰化縣","溪湖鎮","民生街１５號","林仲禎","男","048852 621","N"
